name,name:en
福利会幼儿园,Fulihui Kindergarten
加州水都,California Water
上海音乐学院实验学校,Shanghai Music Academy Experimental School
御青路,Yuqing Road
御秀路,Yuxiu Road
御衡路,Yuheng Road
御霞路,Yuxia Road
勤政路,Qinzheng Road
申江南路,Shenjiang South Road
沔北路,Mianbei Road
吉字盘路,Jizipan Road
科农路,Kenong Road
横沔江路,Hengmianjiang Road
孙桥路,Sunqiao Road
中科路,Zhongke Road
南芦公路,Nanlu Hwy.
东大公路,Dongda Highway
华润新江湾九里,Huarun Xinjiangwan Jiuli
同济大学第一附属中学,Tongji University No. 1 Middle School
五角场客运站,Wujiaochang Passenger Bus Terminal
开鲁二小,Kailu No. 2 Elementary
中原中学,Zhongyuan Middle School
向阳路,Xiangyang Road
第五食堂,5th Cafeteria
第三学生公寓 3 号楼,3rd Student Apartment (Building No. 3)
水泵房,Pump House
第三学生公寓 2 号楼,3rd Student Apartment (Building No. 2)
第三学生公寓 1 号楼,3rd Student Apartment (Building No. 1)
第四学生公寓 1 号楼,4th Student Apartment (Building No. 1)
第四学生公寓 2 号楼,4th Student Apartment (Building No. 2)
第四学生公寓 3 号楼,4th Student Apartment (Building No. 3)
第三教学楼,3rd Classroom Building
实训车间,Practical Training Workshop
实训中心,Practical Training Center
创新实训中心,Innovation & Practical Training Center
汽车试验中心,Automobile Experiment Center
第五教学楼,5th Classroom Building
第五办公楼,5th Office Building
保卫处,Security Office
医务室,Clinic
基建规划处,Infrastructure Management and Planning Office
工会,Trade Union
学生活动中心,Student Union
第七宿舍,7th Dormitory
第三宿舍 (思裴堂),3rd Dormitory
第四宿舍 (思伊堂),4th Dormitory
徐家汇圣依纳爵主教座堂,Xujiahui St. Ignatius Catholic Cathedral
第一学生公寓,1st Student Apartment
公共服务中心,Public Service Center
行政服务中心 (格致堂),School of Science (Science Building)
毛主席像,Statue of Mao Zedong
校长办公室,President Office
第八宿舍,8th Dormitory
第五宿舍 (怀德堂),5th Dormitory
体育部 (艾德蒙堂),Department of Physical Education
锅炉房,Boiler Room
游泳池,Swimming Pool
新四平公路,Xinsiping Highway
Shanghai Audi International Circuit,Shanghai Audi International Circuit
杨浦高级中学游泳馆,Swimming Center of Yangpu Senior High
杨浦高级中学,Yangpu Senior High School
上海国际客运中心,Shanghai Port International Cruise Terminal
建联路,Jianlian Road
浦放路,Pufang Road
江协路,Jiangxie Road
泰欣嘉园,The Waterfront
民夏路,Minxia Road
高建路,Gaojian Rd.
顾曹公路,Gucao Highway
顾高公路,Gugao Highway
高设路,Gaoshe Rd.
文和街,Wenhe Street
金鼎路,Jinding Rd.
怒江路,Nujiang Rd.
凤凰公路,Fenghuang Hwy.
北门大街,Beimen Ave.
惠南 • 北门路,Beimen Rd. (Huinan)
江场路,Jiangchang Rd.
洛川路,Luochuan Road
高平路,Gaoping Road
敦煌路,Dunhuang Road
浦润路,Purun Rd.
浦逸路,Puyi Rd.
浦庭路,Puting Rd.
浦阳路,Puyang Rd.
浦澳路,Pu'ao Rd.
茂兴路,Maoxing Rd.
小南码头路,Xiaonanmatou Rd.
水杉路,Shuishan Rd.
长江南港,Yangtze River
塘桥路,Tangqiao Rd.
东葛路,Dongge Rd.
绿杨路,Luyang Rd.
竹柳路,Zhuliu Rd.
白丽路,Baili Road
雪松路,Xuesong Rd.
思源湖,Siyuan Lake
上海博物馆,Shanghai Museum
联友路,Lianyou Road
通协路,Tongxie Rd.
广顺北路,North Guangshun Road
福泉北路,Fuquan Rd. (N.)
临华路,Linhua Rd.
临新路,Linxin Rd.
金轮路,Jinlun Rd.
北渔路,Beiyu Rd.
新泾路,Xinjing Rd.
茅台路,Maotai Road
康意路,Kangyi Road
康杉路,Kangshan Road
康士路,Kangshi Road
临御路,Linyu Road
御北路,Yubei Road
叶城路,Yecheng Road
清河路,Qinghe Road
潘泾路,Panjing Road
集宁路,Jining Road
潘新路,Panxin Road
潘沪路,Panhu Road
罗宁路,Luoning Road
高集路,Gaoji Road
陈功路,Chengong Road
唐沪路,Tanghu Road
陈川路,Chenchuan Road
罗泾中学,Luojing Middle School
东朱路,Dongzhu Road
霜竹公路,Shuangzhu Highway
宁沈路,Ningshen Road
嘉行公路,Jiaxing Highway
博乐路,Bole Road
金沙路,Jinsha Road
小学桥路,Xiaoxueqiao Road
嘉定城河,Jiading City River
塔城路,Tacheng Road
嘉定东大街,Jiading Dongda Street
温宿路,Wensu Road
塔城东路,East Tacheng Road
启良路,Qiliang Road
仓场路,Cangchang Road
南下塘街,Nanxiatang Street
嘉定北大街,Jiading Beida Street
城中街,Chengzhong Street
嘉定南大街,Jiading Nanda Street
博乐广场,Bole Square
疁南街,Liunan Street
嘉定梅园路,Jiading Meiyuan Road
嘉定环城路,Jiading Huancheng Road
中下塘街,Zhongxiatang Street
陈家山路,Chenjiashan Road
汇龙潭公园,Huilongtan Park
沙霞路,Shaxia Road
康宁弄,Kangning Lane
嘉定人民街,Jiading Renmin Street
西大街,Xida Street
张马路,Zhangma Road
北下塘街,Beixiatang Street
察院弄,Chayuan Lane
福宁弄,Funing Lane
平城路,Pingcheng Road
金兰路,Jinlan Road
新宝路,Xinbao Road
嘉朱公路,Jiazhu Highway
胜竹路,Shengzhu Road
贡山路,Gongshan Rd.
放鹤路,Fanghe Road
松卫北路,Songwei Rd. (N.)
柳湖路,Liuhu Road
老练祁河,Old Lianqi River
天池路,Tianchi Road
阳川路,Yangchuan Road
群裕路,Qunyu Road
胜辛路,Shengxin Road
胜辛南路,South Shengxin Road
盘安路,Pan'an Road
红石路,Hongshi Road
兴竹路,Xingzhu Road
福海路,Fuhai Road
嘉罗公路,Jialuo Highway
嘉戬公路,Jiajian Highway
嘉罗公路  162县道,Jialuo Highway
博乐南路,South Bole Road
迎园西路,West Yingyuan Road
嘉定迎宾路,Jiading Yingbin Road
迎园北路,North Yingyuan Road
迎园路,Yingyuan Road
和政路,Hezheng Road
新成路,Xincheng Road
迎园中路,Middle Yingyuan Road
希望路,Xiwang Road
阿克苏南路,South Akesu Road
沙经路,Shajing Road
陆沈路,Lushen Road
崇教路,Chongjiao Road
永盛南路,South Yongsheng Road
合作南路,South Hezuo Road
亚钢路,Yagang Road
崇文路,Chongwen Road
康丰路,Kangfeng Road
大宅路,Dazhai Rd.
佛阁弄,Foge Alley
东横街,Dongheng St.
工农街,Gongnong St.
安顺路,Anshun Road
富都路,Fudu Road
凯城路,Kaicheng Road
珠城路,Zhucheng Road
交城路,Jiaocheng Rd.
平遥路,Pingyao Rd.
安研路,Anyan Road
安虹路,Anhong Road
安拓路,Antuo Road
永和东路,East Yonghe Road
场中路,Changzhong Rd.
守仁桥街,Shourenqiao St.
界华路,Jiehua Rd.
少年村路,Shaoniancun Rd.
漕东三路,Caodongsan Road
漕东路,Caodong Road
南宁路,Nanning Road
宾南路,Binnan Road
宾阳路,Binyang Road
漕东支路,Caodong Branch Road
场中路（三号桥）,Changzhong Road (The Third Bridge)
刘场路,Liuchang Road
东走马塘,Dongzoumatang
呼兰西路,West Hulan Road
南港公路,Nangang Hwy.
锦江乐园,Jinjiang Action Park
城南路,Chengnan Rd.
勤奋路,Qinfen Rd.
观海路,Guanhai Rd.
长临路,Changlin Road
南蕰藻路,Nanwenzao Road
南蕰藻路,Nanwenzao Rd.
长康路,Changkang Road
大康路,Dakang Road
场北支路,Changbei Branch Road
大陈路,Dachen Road
东升路,Dongsheng Road
淞桥西路,West Songqiao Road
佘山进教之佑圣母大殿,Basilica of Our Lady of She Shan
佘山天文台,Sheshan Observatory
泗凤公路,Sifeng Highway
月湖,Yuehu Lake
上浦路,Shangpu Road
绿环路,Luhuan Road
春归路,Chungui Road
同甲路,Tongjia Road
嘉园路,Jiayuan Road
卜蜂莲花,Lotus
铁城路,Tiecheng Rd.
铁谊路,Tieyi Road
铁杨路,Tieyang Road
Grand Kempinski Hotel,Grand Kempinski Hotel Shanghai
上海国金中心商场,IFC Mall
上海东方医院,Shanghai East Hospital
佘天昆公路,Shetiankun Highway
上海英国学校,The British International School Shanghai (BISS)
陆家嘴东路,Century Avenue
积玉水廊,Jade Water Corridor
泰公线,Taigong Line
上海中心大厦,Shanghai Tower
海洋大厦,Ascendas Ocean Tower
新江湾城文化中心,New Jiangwan Town Cultural Center
创智天地,Knowledge and Innovation Commmunity
P1停车场,Parking Lot 1
创智天地三期,Knowledge and Innovation Commmunity Phase III
锦建路,Jinjian Road
伟德路,Weide Road
创智坊1南区,KIC Village 1 South
创智坊1北区,KIC Village 1 North
创智坊3南区,KIC Village 3 South
创智坊2北区,KIC Village 2 North
创智坊3北区,KIC Village 3 North
创智66商务楼,KIC 66 Commercial Building
创智坊2南区,KIC Village 2 South
创智坊3中区,KIC Village 3 Central
平盛大厦,Pingsheng Tower
中国武术博物馆,Chinese Wushu Museum
凯迪金融大厦,Kaidi Finance Building
徐家宅支路,Xujiazhai Branch Road
育婴堂路,Yuyingtang Road
中国武术研究学院,Chinese Wushu Research Institute
友宜路,Youyi Road
月城路,Yuecheng Road
铁山路,Tieshan Road
铁峰路,Tiefeng Road
友云路,Youyun Road
铁通路,Tietong Road
克山路,Keshan Road
联丰路,Lianfeng Road
同济路,Tongji Rd.
漠河路,Mohe Road
盛石路,Shengshi Road
安达路,Anda Road
上海集装箱码头,Shanghai Container Terminal
上海港吴淞客运中心,Shanghai Port Wusong Passenger Center
吴淞公交客运站,Wusong Passenger Coach Terminal
吴淞开埠纪念广场,Wusong Kaibu Memorial Square
宝山淞兴路第一小学,Baoshan Songxing Road No. 1 Elementary School
吴淞水上派出所,Wusong Marine Police
服务区,Service Area
耀江路,Yaojiang Road
耀元路,Yaoyuan Road
龙瑞路,Longrui Rd.
龙腾大道,Longteng Avenue.
高东路,Gaodong Road
沿塘路,Yantang Road
东集路,Dongji Road
老虹井路,Old Hongjing Rd.
兰竹路,Lanzhu Road
青杉路,Qingshan Road
白华路,Baihua Road
张民路,Zhangmin Road
洲变路,Zhoubian Road
桃林路,Taolin Road
沙港活动苑,Shagang Exercise Court
沙港一路,Shagangyi Road
沙港二路,Shagang'er Road
高东公寓,Gaodong Apartments
上海外高桥造船有限公司,Shanghai Waigaoqiao Shipbuilding Co.  Ltd.
丰达商务广场,Fengda Commercial Plaza
峨山路,E'shan Rd.
徐家弄路,Xujialong Rd.
国定大厦,Guoding Tower
虬江,Qiujiang
新翔公寓,Xinxiang Apartments
翔殷路地铁站4号口,Xiangyin Road Station Exit 4
医大东村,Yida East Village
浦江镇车库,Pujiang Town Depot
浦鸥路,Pu'ou Road
浦瑞路,Purui Road
丰收路,Fengshou Road
滨江道,Binjiangdao
福乐山,Fuleshan
江龙路,Jianglong Road
鲁陈路,Luchen Road
浦锦路,Pujin Road
浦秀路,Puxiu Road
浦申路,Pushen Road
南江州路,South Jiangzhou Road
浦驰路,Puchi Road
浦雪路,Puxue Road
竹园路,Zhuyuan Road
浦驰南路,South Puchi Road
浦晓南路,South Puxiao Road
竹园西路,West Zhuyuan Road
江汉路,Jianghan Road
亭子路,Tingzi Road
南江燕路,South Jiangyan Road
北江州路,North Jiangzhou Road
江园路,Jiangyuan Road
北江燕路,North Jiangyan Road
友谊河,Youyi Canal
景江苑E区,Jingjiang Court E
沈庄塘,Shenzhuangtang
恒南路,Hengnan Road
张行路,Zhanghang Road
姚家浜,Yaojiabang
浦江人民法庭,Pujiang Courthouse
陈中路,Chenzhong Road
沿浦公路,Yanpu Highway
沿钱公路,Yanqian Highway
平庄东路,East Pingzhuang Road
航塘公路,Hangtang Highway
浦东铁路,Pudong Railway
德恒路,Deheng Road
友诚路,Youcheng Road
济明路,Jiming Road
yes,Yaoyuan Road
路南北高架,North-South Elevated Road
耀华支路,Yaohua Feeder Road
峨山路 91 弄,91 E'shan Rd.
北园路,Beiyuan Road
花木路 500 弄,500 Huamu Rd.
九亭导航台,Jiuting VOR Station
莲园路,Lianyuan Road
合肥路,Hefei Rd.
仙霞西路,Xian Xia Road(W)
昌达路,Changda Road
联达路,Lianda Road
兴达路,Xingda Road
康华路,Kanghua Road
杜行路,Duhang Road
三达路,Sanda Road
昌林路,Changlin Road
康林路,Kanglin Road
拱极路,Gongji Rd.
人民东路,Renmin Rd. (E.)
听潮路,Tingchao Rd.
听潮南路,Tingchao Rd. (S.)
鹤坡路,Hepo Road
叶家桥路,Yejiaqiao Road
三达支路,Sanda Feeder Road
谈中路,Tanzhong Road
群益路,Qunyi Road
召楼路,Zhaolou Road
召楼路姚家浜桥,Yaojiabang Bridge (Zhaolou Road)
江文路,Huiwen Road
江文路,Jiangwen Road
航头服务区,Hangtou Service Area
联胜路,Liansheng Road
江玮路,Jiangwei Road
南六公路,Nanliu Highway
浦连路,Pulian Road
汇文路,Huiwen Road
闵瑞路,Minrui Road
汇驰路,Huichi Road
江航路,Jianghang Road
浦涛路,Putao Road
江航南路,Jianghang Road
闸航路,Zhahang Road
南门大街,Nanmen Ave.
丰海路,Fenghai Rd.
南祝路,Nanzhu Road
城东路,Chengdong Rd.
陈行公园,Chenhang Park
江栀路,Jiangzhi Road
陈南路,Chennan Road
黎明河,Liming River
陈东路,Chendong Road
水闸路,Shuizha Road
江桦路,Jianghua Road
漕河泾出口加工区,Caohejing Chukou Jiagong Area
江柳路,Jiangliu Road
东佳路,Dongjia Road
南江榉路,South Jiangju Road
景江苑D区,Jingjiang Court D
景江苑C区,Jingjiang Court C
景江苑B区,Jingjiang Court B
景江苑A区,Jingjiang Court A
浦江一中,Pujiang Number 1 Middle School
五艺幼儿园,Wuyi Kindergarten
向明世博中学,Xiangming Shibo Middle School
世博小学,Shibo Elementary School
浦江科学园,Pujiang Technology Park
苏召路,Suzhao Road
新骏北路,North Xinjun Road
恒西路,Hengxi Road
三友路,Sanyou Road
新骏环路,Xinjun Ring Road
立建路,Lijian Road
勤劳路,Qinlao Road
中心医院中原分院,Zhongxin Hospital Zhongyuan Division
景悦99客栈 施湾店,Jingyue 99 Inn
灵感街,Linggan Street
西环南路,Xihuannan Road
西环西一路,Xihuanxiyi Road
西环北路,Xihuanbei Road
二号路,Erhao Road
西环西二路,Xihuanxier Road
西环东路,Xihuandong Road
浦晓路,Puxiao Road
浦泉路,Puquan Road
江桃路,Jiangtao Road
江桐南路,South Jiangtong Road
江梅路,Jiangmei Road
浦康路,Pukang Road
江桐北路,North Jiangtong Road
城西路,Chengxi Rd.
南园路,Nanyuan Rd.
通济路,Tongji Rd.
文化路,Wenhua Rd.
听悦路,Tingyue Rd.
西门大街,Ximen Ave.
惠南 • 西门路,Ximen Rd. (Huinan)
大川公路,Dachuan Hwy.
拱为路,Gongwei Road
拱北路,Gongbei Rd.
卫星东路,Weixing Rd. (E.)
卫星西路,Weixing Rd. (W.)
城基路,Chengji Rd.
东门大街,Dongmen Ave.
跃进路,Yuejin Rd.
中山路,Zhongshan Rd.
公安路,Gongan Rd.
惠南 • 向阳路,Xiangyang Rd. (Huinan)
香光路,Xiangguang Rd.
解放路,Jiefang Rd.
为民路,Weimin Rd.
县东街,Xiandong St.
惠南 • 新华路,Xinhua Rd. (Huinan)
工农北路,Gongnong Rd. (N.)
南门大街 70 弄,70 Nanmen Ave.
工农南路,Gongnong Rd. (S.)
三八路,Sanba Rd.
少年路,Shaonian Rd.
文体路,Wenti Rd.
向阳东路,Xiangyang Rd. (E.)
振兴路,Zhenxing Rd.
中山东路,Zhongshan Rd. (E.)
惠南 • 梅花路,Meihua Rd. (Huinan)
城东路 759 弄,759 Chengdong Rd.
沿河泾北路,Yanhejin Rd. (N.)
沿河泾南路,Yanhejing Rd. (S.)
运河路,Yunhe Rd.
沿河泾北路,North Yanhejing Road
三角街,Sanjiao St.
拱乐路,Gongle Rd.
听乐路,Tingle Rd.
惠东路,Huidong Road
南团公路,Nantuan Hwy.
宣黄公路,Xuanhuang Hwy.
城西南路,Chengxi Rd. (S.)
广北路,Guangbei Rd.
广衍路,Guangyan Rd.
北青公路,Bei Qing Highway
闵北路,Minbei Road
诸翟公园,Zhudi Park
靖海南路,Jinghai Rd. (S.)
靖海路,Jinghai Rd.
迎熏路,Yingxun Rd.
文友街,Wenyou Street
文师街,Wenshi St.
文益街,Wenyi St.
文良街,Wenliang St.
政海路,Zhenghai Rd.
横河路,Henghe Rd.
中国建设银行,CCB
绿苑路 82 弄,82 Luyuan Rd.
中国银行,BOC
申滨南路,Shenbin Rd.(S)
东街新路,Dongjiexin Rd.
金易路,Jinyi Rd.
大道站路,Dadaozhan Road
顾全路,Guquan Road
华春路,Huachun Road
东书房路,Dongshufang Road
新浦路,Xinpu Road
兰陵路,Lanling Road
东启航路,East Qihang Road
名都城,Mandarine City
虹桥高尔夫别墅,Hongqiao Golf Villa
富宏花园,Elite Garden
奥玎宫廷别墅,Oding Palace Villa
虹梅别墅,Hong Mei Garden
万山路,Wanshan Rd.
云雾山路,Yunwushan Rd.
锦屏路,Jingping Rd.
武宁支路,Wuning Branch Rd.
安庆路,Anqing Road
新民支路,Xinmin Branch Rd.
华康路,Huakang Road
南星路,Nanxing Rd.
海昌路,Haichang Rd.
开封路,Kaifeng Road
华兴支路,Huaxin Branch Rd.
华兴路,Huaxin Rd.
国庆路,Guoqing Rd.
热河路,Rehe Rd.
百禄路,Bailu Rd.
南天潼路,Nantiantong Rd.
王家宅路,Wangjiazhai Rd.
民德路,Minde Road
北海宁路,North Haining Road
安庆东路,East Anqing Road
彭泽路,Pengze Road
中州路,Zhongzhou Rd.
虬江支路,Qiujiang Branch Rd.
龚家宅路,Gongjiazhai Rd.
东华路,Donghua Rd.
西华路,Xihua Rd.
西街,West Street
川公路,Chuangong Rd.
海南路,Hainan Rd.
邢家桥南路,South Xingjiaqiao Road
长春支路,Changchun Branch Rd.
邢家桥北路,North Xinjiaqiao Road
宝安支路,Bao'an Branch Rd.
秦关路,Qinguan Road
青云路,Qingyun Rd.
物化路,Wuhua Road
甜爱支路,Tian'ai Branch Rd.
哈尔滨路,Haerbin Road
泾东路,Jingdong Road
拓皋路,Tuogao Rd.
东余杭路,Yuhang Rd. (E)
迪士尼大道,Disney Avenue
高科中路,Middle Gaoke Road
上海长江隧道,Shanghai Yangtze River Tunnel
长兴岛潘圆公路,Changxing Island Panyuan Highway
G40长兴岛服务区,G40 Changxing Island Service Area
江南大道,Jiangnan Avenue
新兴支路,Xinxing Feeder Road
129运动场,129 Field
东体育会路,Dongtiyuhui Rd.
同鸣路,Tongming Road
广灵一路,Guangling No.1 Road
新市路,Xinshi Road
国和二村幼儿园,Guohe No. 2 Village Kindergarten
五角场广场 彩蛋,Coloured Egg in Wujiaochang Square
政学路,Zhengxue Road
长海医院仓库 (原上海博物馆),Changhai Hospital (formerly Shanghai Museum)
同济中学 (原上海图书馆),Tongji Middle School (formerly Shanghai Library)
沪东堂,Hudongtang
万达广场,Wanda Plaza
保宁路,Baoning Rd.
学府街,Xuefu St.
合庆服务区,Heqing Service Area
黄兴路/中环路,Huangxing Road/Middle Ring Road
大润发免费班车候车区,RT-Mart Shuttle Bus Pickup
文化佳园,Wenhuajiayuan
东方家园,Dongfangjiayuan
上海开放大学,Shanghai Open University
五角场幼儿园,Wujiaochang Kindergarten
育鹰小学,Yuying Elementary
国顺路300弄,300 Guoshun Road
四平路2100弄,2100 Siping Road
阳普平昌菜市场,Yangpu Pingchang Vegetable Market
国定路140弄,140 Guoding Road
黄兴路2053弄,2053 Huangxing Road
中环路/曲阳路,Middle Ring Road/Quyang Road
四平幼儿园,Siping Kindergarten
五角场小学,Wujiaochang Elementary
兰生复旦中学,Lansheng Fudan Middle School
小蝌蚪音乐园幼儿园,Xiaokedou Music Kindergarten
北苏州路,North Suzhou Road
虎丘路,Huqiu Road
四川路桥,Sichuan Bridge
茂林路,Maolin Road
上海市第一人民医院,Shanghai First People's Hospital
瑞康公寓,Ruikang Apartment
合阳路,Heyang Rd.
白水路,Baishui Rd.
安塞路,Ansai Rd.
宜君路,Yijun Road
富平路,Fuping Rd.
香泉路,Xiangquan Rd.
愚园支路,Yuyuan Branch Road
万春街,Wanchun St.
愚园东路,East Yuyuan Road
太平路,Taiping Road
马厂路,Machang Road
如皋路,Rugao Road
海平路,Haiping Road
飞虹支路,Feihong Feeder Road
三河路,Sanhe Road
辽源西路,West Liaoyuan Road
兰州路,Lanzhou Road
辽阳路,Liaoyang Road
锦州湾路,Jinzhouwan Road
同普路,Tongpu Rd.
南塘浜路,Nantangbang Rd.
波阳公园,Boyang Park
原教会公寓,Former Church Apartments
半岛饭店,The Peninsula Shanghai
上海友谊商店,Shanghai Friendship Store
罗斯福/外滩27,House of Roosevelt/Bund 27
上海文化广播影视集团,Shanghai Media and Entertainment Group
中国光大银行,China Everbright Bank
和平饭店南楼,Peace Hotel South Building
和平饭店,Peace Hotel
外滩18号,Bund18
中山东二路新开河路公交枢纽,East Zhongshan No.2 Road at Xinkaihe Road Bus Terminal
友邦大厦,American International Assurance Building
上海市总工会,Shanghai Council of Trade Unions
外滩公共服务中心,The Public Service Center of the Bund
上海外汇交易中心,Shanghai Foreign Exchange
上海海关,Shanghai Customs
盘谷银行,Bangkok Bank
外滩三号,Three on the Bund
夏姿,Shiatzy Chen
外滩五号,Five on the Bund
外滩六号,Bund6
中国太平洋保险公司,The Bund n°1
华尔道夫酒店,Waldorf-Astoria Shanghai on the Bund
黄浦公园,Huangpu Park
外滩停车场出口,Bund Parking Lot Exit
